ID,Nivel_Educacion,Sector_Trabajo,Ocupacion,Horas_Semanales,Ingreso_Mensual_MXN,Clase_Ingreso
9048,Licenciatura,Gobierno,Actuario/a,51,26200.0,Media
9049,Posgrado,Comercio,Mecánico,40,17500.0,Media
9050,Licenciatura,Comercio,Bombero,44,16300.0,Media
9051,Licenciatura,Servicios,Carnicero,22,14800.0,Baja
9052,Media Superior,Informal,Lingüista,20,8500.0,Baja
9053,Básica,Servicios,Jardinero,28,8500.0,Baja
9054,Posgrado,Manufactura,Repartidor,28,17500.0,Media
9055,Media Superior,Gobierno,Radiólogo/a,33,13900.0,Baja
9056,Básica,Servicios,Enfermero/a,30,18800.0,Media
9057,Básica,Comercio,Psicoanalista,36,12500.0,Baja
9058,Licenciatura,Servicios,Lavandero,48,21200.0,Media
9059,Posgrado,Comercio,Leñador,25,8500.0,Baja
9060,Media Superior,Gobierno,Escritor,22,8500.0,Baja
9061,Básica,Comercio,Arquitecto/a,37,8500.0,Baja
9062,Posgrado,Servicios,Enfermero/a,45,17000.0,Media
9063,Licenciatura,Finanzas,Tornero,49,18200.0,Media
9064,Básica,Servicios,Historiador/a,42,16600.0,Media
9065,Posgrado,Servicios,Abogado/a,48,28500.0,Media
9066,Licenciatura,Comercio,Carnicero,47,13800.0,Baja
9067,Posgrado,Manufactura,Barbero,43,26600.0,Media
9068,Posgrado,Servicios,Cocinero,45,20800.0,Media
9069,Media Superior,Manufactura,Físico/a,36,12600.0,Baja
9070,Licenciatura,Construcción,Diseñador/a gráfico,58,30300.0,Media
9071,Licenciatura,Manufactura,Cocinero,50,23300.0,Media
9072,Licenciatura,Finanzas,Maestro,38,12000.0,Baja
9073,Básica,Informal,Contador/a,31,11100.0,Baja
9074,Posgrado,Informal,Cajero,40,12400.0,Baja
9075,Licenciatura,Finanzas,Carnicero,33,8600.0,Baja
9076,Media Superior,Servicios,Geógrafo/a,36,11900.0,Baja
9077,Media Superior,Servicios,Biólogo/a,47,16600.0,Media
9078,Licenciatura,Servicios,Diseñador/a gráfico,22,16900.0,Media
9079,Licenciatura,Servicios,Físico/a,33,21000.0,Media
9080,Media Superior,Comercio,Biólogo/a,38,8500.0,Baja
9081,Básica,Servicios,Chofer transportista,29,8500.0,Baja
9082,Media Superior,Servicios,Afilador,25,8500.0,Baja
9083,Posgrado,Finanzas,Arquitecto/a,55,30800.0,Media
9084,Posgrado,Manufactura,Traductor/a,53,29800.0,Media
9085,Licenciatura,Comercio,Veterinario/a,31,16900.0,Media
9086,Posgrado,Finanzas,Fumigador,46,19200.0,Media
9087,Licenciatura,Gobierno,Herrero,25,19100.0,Media
9088,Media Superior,Finanzas,Historiador/a,32,18300.0,Media
9089,Licenciatura,Comercio,Médico/a cirujano/a,41,24800.0,Media
9090,Media Superior,Finanzas,Soldador,37,19400.0,Media
9091,Posgrado,Servicios,Filólogo/a,35,13200.0,Baja
9092,Básica,Construcción,Lutier,34,15100.0,Media
9093,Media Superior,Servicios,Ferretero,27,8500.0,Baja
9094,Básica,Construcción,Actuario/a,23,10800.0,Baja
9095,Media Superior,Servicios,Bombero,42,8500.0,Baja
9096,Básica,Informal,Pastor,44,8500.0,Baja
9097,Posgrado,Informal,Frutero,40,14300.0,Baja
9098,Media Superior,Servicios,Obrero,31,16500.0,Media
9099,Básica,Informal,Afilador,52,8500.0,Baja
9100,Media Superior,Manufactura,Técnico/a de sonido,54,22800.0,Media
9101,Media Superior,Manufactura,Físico/a,46,23900.0,Media
9102,Licenciatura,Finanzas,Camarero,39,12900.0,Baja
9103,Licenciatura,Gobierno,Carpintero,26,15100.0,Media
9104,Licenciatura,Gobierno,Lutier,28,21500.0,Media
9105,Básica,Manufactura,Agricultor,30,19800.0,Media
9106,Licenciatura,Construcción,Leñador,22,13000.0,Baja
9107,Licenciatura,Manufactura,Apicultor,53,24500.0,Media
9108,Licenciatura,Construcción,Fontanero o plomero,26,8500.0,Baja
9109,Licenciatura,Informal,Telefonista,21,8500.0,Baja
9110,Media Superior,Informal,Lutier,29,8500.0,Baja
9111,Licenciatura,Informal,Radiólogo/a,49,18800.0,Media
9112,Media Superior,Gobierno,Traductor/a,25,9600.0,Baja
9113,Licenciatura,Comercio,Psicólogo/a,52,21500.0,Media
9114,Media Superior,Comercio,Físico/a,35,19300.0,Media
9115,Media Superior,Servicios,Vigilante,28,8500.0,Baja
9116,Media Superior,Construcción,Físico/a,43,13300.0,Baja
9117,Licenciatura,Informal,Frutero,50,15700.0,Media
9118,Licenciatura,Informal,Fontanero o plomero,22,8500.0,Baja
9119,Licenciatura,Gobierno,Vigilante,48,17500.0,Media
9120,Básica,Gobierno,Barrendero,38,15300.0,Media
9121,Básica,Construcción,Escritor,55,11900.0,Baja
9122,Básica,Finanzas,Fumigador,32,8500.0,Baja
9123,Licenciatura,Construcción,Veterinario/a,55,28200.0,Media
9124,Media Superior,Gobierno,Herrero,20,8500.0,Baja
9125,Media Superior,Comercio,Barrendero,27,8500.0,Baja
9126,Media Superior,Manufactura,Peletero,27,10500.0,Baja
9127,Licenciatura,Construcción,Barrendero,47,13800.0,Baja
9128,Licenciatura,Comercio,Frutero,38,13000.0,Baja
9129,Licenciatura,Construcción,Pintor,31,10600.0,Baja
9130,Licenciatura,Gobierno,Técnico/a de sonido,57,28900.0,Media
9131,Básica,Gobierno,Obrero,50,12000.0,Baja
9132,Licenciatura,Comercio,Psicoanalista,33,18500.0,Media
9133,Básica,Servicios,Paleontólogo/a,50,24400.0,Media
9134,Posgrado,Comercio,Relojero,30,8500.0,Baja
9135,Media Superior,Informal,Cocinero,55,8500.0,Baja
9136,Media Superior,Gobierno,Panadero,29,8500.0,Baja
9137,Licenciatura,Construcción,Actuario/a,31,20800.0,Media
9138,Básica,Informal,Matemático/a,34,17400.0,Media
9139,Básica,Manufactura,Veterinario/a,49,21700.0,Media
9140,Media Superior,Manufactura,Mecánico,31,8500.0,Baja
9141,Media Superior,Gobierno,Biólogo/a,31,8500.0,Baja
9142,Media Superior,Servicios,Economista,53,13500.0,Baja
9143,Licenciatura,Servicios,Vigilante,57,19900.0,Media
9144,Media Superior,Manufactura,Historiador/a,24,9400.0,Baja
9145,Licenciatura,Comercio,Panadero,58,26800.0,Media
9146,Media Superior,Informal,Herrero,22,10800.0,Baja
9147,Básica,Construcción,Soldador,37,13000.0,Baja
9148,Básica,Gobierno,Apicultor,44,21500.0,Media
9149,Media Superior,Gobierno,Albañil,42,19100.0,Media
9150,Media Superior,Gobierno,Fumigador,47,13900.0,Baja
9151,Posgrado,Construcción,Obrero,58,16500.0,Media
9152,Licenciatura,Gobierno,Óptico,22,18100.0,Media
9153,Media Superior,Manufactura,Contador/a,27,8500.0,Baja
9154,Licenciatura,Servicios,Químico/a,21,19800.0,Media
9155,Media Superior,Servicios,Biólogo/a,49,11800.0,Baja
9156,Licenciatura,Construcción,Bombero,22,8500.0,Baja
9157,Media Superior,Manufactura,Escritor,53,25400.0,Media
9158,Licenciatura,Comercio,Periodista,34,10400.0,Baja
9159,Básica,Comercio,Relojero,57,8500.0,Baja
9160,Posgrado,Gobierno,Sastre,43,13900.0,Baja
9161,Licenciatura,Gobierno,Programador,56,27100.0,Media
9162,Licenciatura,Comercio,Geógrafo/a,26,13700.0,Baja
9163,Media Superior,Informal,Programador,34,12500.0,Baja
9164,Licenciatura,Comercio,Geógrafo/a,38,15300.0,Media
9165,Media Superior,Manufactura,Músico/a,52,16300.0,Media
9166,Media Superior,Comercio,Ingeniero/a,52,24900.0,Media
9167,Media Superior,Manufactura,Zapatero,31,22700.0,Media
9168,Básica,Comercio,Fumigador,52,16000.0,Media
9169,Licenciatura,Manufactura,Veterinario/a,48,20300.0,Media
9170,Media Superior,Gobierno,Psicoanalista,57,15700.0,Media
9171,Media Superior,Construcción,Fumigador,37,17600.0,Media
9172,Licenciatura,Comercio,Físico/a,57,22600.0,Media
9173,Media Superior,Servicios,Cerrajero,46,14600.0,Baja
9174,Básica,Servicios,Lavandero,37,8500.0,Baja
9175,Media Superior,Servicios,Fumigador,42,10400.0,Baja
9176,Posgrado,Gobierno,Carpintero,52,19300.0,Media
9177,Licenciatura,Comercio,Escritor,47,21300.0,Media
9178,Básica,Finanzas,Periodista,22,8500.0,Baja
9179,Media Superior,Comercio,Barrendero,58,10700.0,Baja
9180,Licenciatura,Comercio,Kinesiólogo/a,23,11300.0,Baja
9181,Licenciatura,Comercio,Maestro,39,8500.0,Baja
9182,Básica,Informal,Pescador,47,10200.0,Baja
9183,Licenciatura,Servicios,Peletero,22,8500.0,Baja
9184,Media Superior,Informal,Psicoanalista,48,20200.0,Media
9185,Licenciatura,Manufactura,Administrador/a,32,19200.0,Media
9186,Posgrado,Informal,Contador/a,26,13800.0,Baja
9187,Licenciatura,Manufactura,Físico/a,21,15800.0,Media
9188,Licenciatura,Finanzas,Carpintero,51,29800.0,Media
9189,Media Superior,Informal,Economista,58,21700.0,Media
9190,Licenciatura,Construcción,Paleontólogo/a,32,15900.0,Media
9191,Posgrado,Comercio,Lechero,21,12400.0,Baja
9192,Licenciatura,Informal,Diseñador/a gráfico,22,11700.0,Baja
9193,Licenciatura,Servicios,Cocinero,50,27300.0,Media
9194,Media Superior,Comercio,Pescador,20,12000.0,Baja
9195,Licenciatura,Informal,Pastor,50,9500.0,Baja
9196,Posgrado,Comercio,Maestro,30,16800.0,Media
9197,Posgrado,Finanzas,Ferretero,29,19500.0,Media
9198,Media Superior,Informal,Cajero,24,8700.0,Baja
9199,Básica,Manufactura,Artesano,45,18500.0,Media
9200,Licenciatura,Servicios,Traductor/a,47,18200.0,Media
9201,Media Superior,Informal,Fumigador,53,17400.0,Media
9202,Licenciatura,Construcción,Fumigador,38,8500.0,Baja
9203,Media Superior,Informal,Cocinero,43,10900.0,Baja
9204,Licenciatura,Finanzas,Administrador/a,45,25800.0,Media
9205,Licenciatura,Servicios,Chofer transportista,28,9400.0,Baja
9206,Licenciatura,Manufactura,Técnico/a de sonido,41,25100.0,Media
9207,Media Superior,Servicios,Bibliotecario/a,36,20100.0,Media
9208,Básica,Informal,Traductor/a,35,8500.0,Baja
9209,Media Superior,Gobierno,Filólogo/a,40,8500.0,Baja
9210,Posgrado,Servicios,Panadero,30,12200.0,Baja
9211,Media Superior,Comercio,Agricultor,44,8500.0,Baja
9212,Media Superior,Construcción,Meteorólogo/a,54,16800.0,Media
9213,Básica,Servicios,Tornero,44,22400.0,Media
9214,Media Superior,Finanzas,Peletero,39,20700.0,Media
9215,Licenciatura,Informal,Frutero,37,8500.0,Baja
9216,Media Superior,Manufactura,Cerrajero,39,18000.0,Media
9217,Media Superior,Comercio,Frutero,46,8500.0,Baja
9218,Licenciatura,Informal,Peluquero,58,17400.0,Media
9219,Media Superior,Finanzas,Barbero,22,10200.0,Baja
9220,Licenciatura,Construcción,Contador/a,37,10500.0,Baja
9221,Licenciatura,Comercio,Escultor,38,11600.0,Baja
9222,Media Superior,Manufactura,Bibliotecario/a,28,8500.0,Baja
9223,Básica,Finanzas,Lingüista,47,16900.0,Media
9224,Media Superior,Manufactura,Físico/a,22,9400.0,Baja
9225,Licenciatura,Manufactura,Filólogo/a,39,8500.0,Baja
9226,Licenciatura,Comercio,Peletero,47,19900.0,Media
9227,Licenciatura,Finanzas,Fumigador,37,16600.0,Media
9228,Licenciatura,Gobierno,Contador/a,42,8500.0,Baja
9229,Básica,Comercio,Físico/a,43,17400.0,Media
9230,Licenciatura,Servicios,Programador,49,15800.0,Media
9231,Licenciatura,Gobierno,Farmacólogo/a,49,23900.0,Media
9232,Básica,Informal,Químico/a,46,13700.0,Baja
9233,Media Superior,Manufactura,Paleontólogo/a,21,8500.0,Baja
9234,Básica,Finanzas,Fumigador,27,14700.0,Baja
9235,Licenciatura,Servicios,Barrendero,41,20600.0,Media
9236,Básica,Comercio,Historiador/a,30,8500.0,Baja
9237,Media Superior,Gobierno,Veterinario/a,49,29800.0,Media
9238,Media Superior,Servicios,Jardinero,22,8500.0,Baja
9239,Licenciatura,Manufactura,Óptico,21,8500.0,Baja
9240,Licenciatura,Construcción,Cocinero,58,17300.0,Media
9241,Media Superior,Manufactura,Pescador,59,22600.0,Media
9242,Licenciatura,Comercio,Panadero,29,8500.0,Baja
9243,Básica,Servicios,Vigilante,52,12200.0,Baja
9244,Media Superior,Servicios,Químico/a,59,22700.0,Media
9245,Licenciatura,Manufactura,Periodista,47,15500.0,Media
9246,Licenciatura,Construcción,Pescador,44,13900.0,Baja
9247,Licenciatura,Manufactura,Contador/a,58,26100.0,Media
9248,Básica,Gobierno,Matemático/a,57,25900.0,Media
9249,Licenciatura,Manufactura,Farmacólogo/a,47,23400.0,Media
9250,Licenciatura,Gobierno,Economista,55,27200.0,Media
9251,Media Superior,Comercio,Desarrollador/a web,22,8800.0,Baja
9252,Licenciatura,Servicios,Lutier,42,18000.0,Media
9253,Media Superior,Informal,Técnico/a de sonido,27,8500.0,Baja
9254,Básica,Informal,Enfermero/a,46,9700.0,Baja
9255,Licenciatura,Informal,Bibliotecario/a,33,15100.0,Media
9256,Licenciatura,Gobierno,Leñador,40,15200.0,Media
9257,Posgrado,Servicios,Tornero,36,20600.0,Media
9258,Licenciatura,Servicios,Abogado/a,53,26000.0,Media
9259,Licenciatura,Servicios,Químico/a,55,20100.0,Media
9260,Licenciatura,Construcción,Peluquero,26,8500.0,Baja
9261,Licenciatura,Servicios,Traductor/a,44,18100.0,Media
9262,Licenciatura,Manufactura,Fumigador,27,9500.0,Baja
9263,Licenciatura,Servicios,Psicólogo/a,46,25800.0,Media
9264,Licenciatura,Comercio,Contador/a,47,24900.0,Media
9265,Básica,Finanzas,Albañil,52,19200.0,Media
9266,Posgrado,Informal,Herrero,29,15900.0,Media
9267,Licenciatura,Informal,Psicólogo/a,47,15700.0,Media
9268,Posgrado,Servicios,Pescador,45,18700.0,Media
9269,Licenciatura,Finanzas,Administrador/a,33,20000.0,Media
9270,Posgrado,Informal,Economista,39,15200.0,Media
9271,Media Superior,Manufactura,Barbero,43,12400.0,Baja
9272,Media Superior,Comercio,Barbero,25,12900.0,Baja
9273,Posgrado,Informal,Artesano,50,22900.0,Media
9274,Posgrado,Servicios,Carpintero,36,18700.0,Media
9275,Licenciatura,Manufactura,Repartidor,25,12300.0,Baja
9276,Media Superior,Manufactura,Lavandero,53,13900.0,Baja
9277,Media Superior,Manufactura,Lavandero,47,10800.0,Baja
9278,Posgrado,Servicios,Filólogo/a,46,18500.0,Media
9279,Básica,Gobierno,Farmacólogo/a,45,24200.0,Media
9280,Media Superior,Manufactura,Obrero,30,14800.0,Baja
9281,Licenciatura,Informal,Traductor/a,44,18400.0,Media
9282,Media Superior,Manufactura,Carpintero,46,9000.0,Baja
9283,Licenciatura,Construcción,Afilador,39,13600.0,Baja
9284,Básica,Servicios,Técnico/a de sonido,41,22000.0,Media
9285,Licenciatura,Servicios,Profesor/a,44,23900.0,Media
9286,Licenciatura,Informal,Psicólogo/a,53,28100.0,Media
9287,Media Superior,Informal,Joyero,38,11300.0,Baja
9288,Básica,Informal,Cocinero,33,8500.0,Baja
9289,Básica,Construcción,Escultor,53,8500.0,Baja
9290,Media Superior,Finanzas,Pescador,46,24800.0,Media
9291,Licenciatura,Comercio,Profesor/a,28,13000.0,Baja
9292,Licenciatura,Manufactura,Carpintero,26,13900.0,Baja
9293,Licenciatura,Finanzas,Psicólogo/a,52,22300.0,Media
9294,Media Superior,Servicios,Ferretero,24,8500.0,Baja
9295,Licenciatura,Manufactura,Lutier,48,17000.0,Media
9296,Licenciatura,Servicios,Camarero,50,15000.0,Media
9297,Básica,Construcción,Geógrafo/a,45,13500.0,Baja
9298,Media Superior,Gobierno,Contador/a,26,10000.0,Baja
9299,Licenciatura,Construcción,Médico/a cirujano/a,23,8500.0,Baja
9300,Licenciatura,Gobierno,Radiólogo/a,38,18500.0,Media
9301,Posgrado,Comercio,Apicultor,30,8500.0,Baja
9302,Posgrado,Gobierno,Vigilante,49,23300.0,Media
9303,Básica,Manufactura,Historiador/a,54,21400.0,Media
9304,Licenciatura,Construcción,Leñador,45,15500.0,Media
9305,Licenciatura,Manufactura,Bibliotecario/a,37,19300.0,Media
9306,Posgrado,Manufactura,Administrador/a,32,12900.0,Baja
9307,Básica,Manufactura,Ferretero,31,11300.0,Baja
9308,Licenciatura,Informal,Contador/a,44,14100.0,Baja
9309,Licenciatura,Construcción,Actuario/a,30,14400.0,Baja
9310,Media Superior,Finanzas,Relojero,37,12400.0,Baja
9311,Licenciatura,Manufactura,Psicoanalista,32,23900.0,Media
9312,Licenciatura,Servicios,Guardabosques,59,25800.0,Media
9313,Media Superior,Gobierno,Técnico/a de sonido,24,8500.0,Baja
9314,Media Superior,Manufactura,Animador,21,11600.0,Baja
9315,Licenciatura,Finanzas,Biólogo/a,59,31700.0,Media
9316,Licenciatura,Servicios,Paleontólogo/a,38,15000.0,Media
9317,Media Superior,Servicios,Administrador/a,43,8500.0,Baja
9318,Licenciatura,Servicios,Programador,28,25000.0,Media
9319,Media Superior,Informal,Cajero,32,8500.0,Baja
9320,Media Superior,Manufactura,Psicólogo/a,59,17000.0,Media
9321,Básica,Comercio,Pintor,52,15100.0,Media
9322,Media Superior,Informal,Lechero,52,15300.0,Media
9323,Posgrado,Manufactura,Leñador,44,17600.0,Media
9324,Licenciatura,Servicios,Albañil,22,8700.0,Baja
9325,Licenciatura,Servicios,Apicultor,57,18300.0,Media
9326,Licenciatura,Gobierno,Guardabosques,34,25200.0,Media
9327,Media Superior,Gobierno,Economista,27,8500.0,Baja
9328,Media Superior,Construcción,Médico/a cirujano/a,55,31200.0,Media
9329,Posgrado,Gobierno,Panadero,27,8500.0,Baja
9330,Licenciatura,Servicios,Agricultor,51,17700.0,Media
9331,Licenciatura,Manufactura,Desarrollador/a web,44,17900.0,Media
9332,Media Superior,Comercio,Kinesiólogo/a,26,12300.0,Baja
9333,Licenciatura,Manufactura,Cocinero,42,14100.0,Baja
9334,Media Superior,Manufactura,Cerrajero,26,8500.0,Baja
9335,Licenciatura,Construcción,Ferretero,53,28700.0,Media
9336,Licenciatura,Finanzas,Lingüista,43,26500.0,Media
9337,Licenciatura,Manufactura,Carpintero,43,8500.0,Baja
9338,Posgrado,Informal,Agricultor,22,8500.0,Baja
9339,Licenciatura,Gobierno,Pastor,45,17900.0,Media
9340,Licenciatura,Manufactura,Vendedor,53,22400.0,Media
9341,Media Superior,Comercio,Psicólogo/a,31,14700.0,Baja
9342,Básica,Construcción,Traductor/a,26,8500.0,Baja
9343,Básica,Comercio,Actuario/a,54,20400.0,Media
9344,Posgrado,Manufactura,Relojero,54,28300.0,Media
9345,Licenciatura,Informal,Paleontólogo/a,28,13700.0,Baja
9346,Media Superior,Comercio,Ferretero,50,13900.0,Baja
9347,Media Superior,Gobierno,Carnicero,39,20000.0,Media
9348,Licenciatura,Servicios,Kinesiólogo/a,25,16900.0,Media
9349,Media Superior,Servicios,Cajero,38,15300.0,Media
9350,Licenciatura,Servicios,Lingüista,59,23800.0,Media
9351,Licenciatura,Gobierno,Peluquero,31,8500.0,Baja
9352,Media Superior,Gobierno,Agricultor,20,8500.0,Baja
9353,Licenciatura,Finanzas,Sastre,39,15100.0,Media
9354,Básica,Finanzas,Desarrollador/a web,31,13400.0,Baja
9355,Media Superior,Manufactura,Actuario/a,22,8500.0,Baja
9356,Básica,Comercio,Camarero,59,21300.0,Media
9357,Media Superior,Gobierno,Barbero,47,24000.0,Media
9358,Media Superior,Comercio,Ingeniero/a,54,15300.0,Media
9359,Media Superior,Gobierno,Guardabosques,33,8500.0,Baja
9360,Licenciatura,Informal,Economista,33,13200.0,Baja
9361,Media Superior,Finanzas,Farmacólogo/a,37,20600.0,Media
9362,Básica,Construcción,Programador,52,15500.0,Media
9363,Licenciatura,Finanzas,Jardinero,59,25400.0,Media
9364,Media Superior,Comercio,Radiólogo/a,23,8500.0,Baja
9365,Media Superior,Construcción,Farmacólogo/a,47,13700.0,Baja
9366,Licenciatura,Servicios,Ferretero,23,8500.0,Baja
9367,Licenciatura,Servicios,Pintor,45,8500.0,Baja
9368,Licenciatura,Construcción,Programador,51,15100.0,Media
9369,Básica,Gobierno,Panadero,51,8500.0,Baja
9370,Posgrado,Construcción,Ingeniero/a,30,20800.0,Media
9371,Licenciatura,Informal,Cerrajero,24,15700.0,Media
9372,Licenciatura,Manufactura,Telefonista,50,20300.0,Media
9373,Licenciatura,Gobierno,Animador,57,21600.0,Media
9374,Licenciatura,Finanzas,Vigilante,24,8500.0,Baja
9375,Licenciatura,Comercio,Soldador,41,16200.0,Media
9376,Media Superior,Servicios,Enfermero/a,46,11800.0,Baja
9377,Básica,Construcción,Peluquero,31,10800.0,Baja
9378,Básica,Comercio,Sastre,44,18000.0,Media
9379,Media Superior,Manufactura,Lechero,30,8500.0,Baja
9380,Básica,Informal,Bombero,40,10400.0,Baja
9381,Licenciatura,Comercio,Peletero,31,10100.0,Baja
9382,Licenciatura,Gobierno,Médico/a cirujano/a,30,8500.0,Baja
9383,Básica,Gobierno,Programador,51,10300.0,Baja
9384,Licenciatura,Servicios,Filólogo/a,25,9800.0,Baja
9385,Licenciatura,Comercio,Apicultor,43,15200.0,Media
9386,Posgrado,Informal,Economista,22,8500.0,Baja
9387,Licenciatura,Comercio,Chofer transportista,46,20100.0,Media
9388,Básica,Comercio,Músico/a,46,17500.0,Media
9389,Licenciatura,Gobierno,Matemático/a,52,16200.0,Media
9390,Licenciatura,Servicios,Escritor,51,18800.0,Media
9391,Básica,Comercio,Frutero,26,8500.0,Baja
9392,Básica,Finanzas,Apicultor,55,24000.0,Media
9393,Licenciatura,Informal,Camarero,44,17100.0,Media
9394,Licenciatura,Manufactura,Herrero,46,21000.0,Media
9395,Media Superior,Servicios,Físico/a,41,22000.0,Media
9396,Media Superior,Finanzas,Jardinero,46,22200.0,Media
9397,Licenciatura,Informal,Jardinero,26,8500.0,Baja
9398,Licenciatura,Gobierno,Maestro,35,17500.0,Media
9399,Licenciatura,Manufactura,Economista,41,16200.0,Media
9400,Licenciatura,Comercio,Jardinero,50,11100.0,Baja
9401,Licenciatura,Construcción,Vendedor,59,14500.0,Baja
9402,Posgrado,Comercio,Guardabosques,42,12400.0,Baja
9403,Posgrado,Informal,Historiador/a,22,9000.0,Baja
9404,Licenciatura,Construcción,Periodista,26,12300.0,Baja
9405,Media Superior,Informal,Relojero,44,15700.0,Media
9406,Básica,Servicios,Óptico,39,18000.0,Media
9407,Básica,Manufactura,Psicoanalista,57,21800.0,Media
9408,Licenciatura,Finanzas,Desarrollador/a web,31,18700.0,Media
9409,Licenciatura,Informal,Vigilante,43,10600.0,Baja
9410,Licenciatura,Comercio,Vigilante,31,8500.0,Baja
9411,Licenciatura,Manufactura,Periodista,31,11400.0,Baja
9412,Licenciatura,Servicios,Abogado/a,38,14700.0,Baja
9413,Básica,Comercio,Actuario/a,57,18300.0,Media
9414,Media Superior,Servicios,Farmacólogo/a,39,16000.0,Media
9415,Media Superior,Comercio,Traductor/a,51,20300.0,Media
9416,Licenciatura,Comercio,Músico/a,40,18600.0,Media
9417,Media Superior,Servicios,Contador/a,32,8500.0,Baja
9418,Media Superior,Gobierno,Pescador,39,8500.0,Baja
9419,Posgrado,Finanzas,Mecánico,23,8500.0,Baja
9420,Licenciatura,Finanzas,Físico/a,26,12400.0,Baja
9421,Básica,Servicios,Frutero,29,15100.0,Media
9422,Básica,Finanzas,Leñador,48,17000.0,Media
9423,Básica,Manufactura,Desarrollador/a web,29,8500.0,Baja
9424,Media Superior,Manufactura,Biólogo/a,55,13900.0,Baja
